"","index","know_online","know_online1","know_online2","know_online3","know_online4","know_online5"
"1104","3657","First:,Second:,Third:,Fourth:,Fifth:","الفيس","اليوتيوب","الرسائل","المجموعات","ماسنجر"
"1105","3663","First:,Second:","Facebook","Tv",NA,NA,NA
"1106","3667","First:","المركز القومي لحقوق المرأه",NA,NA,NA,NA
"1107","3670","First:,Second:,Third:","فتكات","مواقع قيسبوك","جروب علي الفيسبوك",NA,NA
"1108","3682","First:,Second:,Third:,Fourth:","سلسله العلاقات الزوجيه مدرسه المسيح للقس سامح موريس","عظات الدكتور ماهر صموئيل استاذ الطب النفسي علي اليوتيوب","التواصل مع  برنامج ساعه ونص مشوره الثلاثاء من كل اسبوع مقدمه د مجدي اسحق استاذالطب النفسي جامعه القاهره علي قناه الكرمه المسيحيه","الالتحاق بكورس زواج علي الصخر",NA
"1109","3683","First:,Second:,Third:,Fourth:,Fifth:","اليوم العالمي للقضاء على العنف ضد المرأة","أسباب العنف ضد المرأة","أشكال العنف ضد المرأة","علاج العنف ضد المرأة","علاج العنف ضد المرأة في الإسلام"
"1110","3687","First:,Second:,Third:","الفيس بوك","وسائل الاخبار","بعض المراكز المختصه",NA,NA
"1111","3689","First:","الفيس",NA,NA,NA,NA
"1112","3690","First:,Second:,Third:,Fourth:,Fifth:","جروبات الامهات","لا اعرف","لا اعرف","لا اعرف","لا عرف"
"1113","3692","First:,Second:,Third:","فيسبوك","تويتر","جوجل",NA,NA
"1114","3693","Fifth:,I do not know any.",NA,NA,NA,NA,"لا اعرف"
"1115","3696","First:","المركز القومي للمراءة",NA,NA,NA,NA
"1116","3700","First:","لا اعلم",NA,NA,NA,NA
"1117","3703","First:,Second:","حقق المراه","هيومن رايتس",NA,NA,NA
"1118","3707","First:,Second:","منظمة حقوق الإنسان","هويدا الدمراش",NA,NA,NA
"1119","3710","First:","جمعيات اهلية تعمل في مجال حقوق المرأة",NA,NA,NA,NA
"1120","3713","First:,Second:","اخبار الروم اليابع","فيس بوك",NA,NA,NA
"1121","3721","First:,Second:,Third:","الاخبار","فيس بوك","الجرائد",NA,NA
"1122","3724","First:,Second:,Third:,Fourth:","خبراء علاقات اسرية","جمعيات حقوقية نساءيه",NA,NA,NA
"1123","3726","First:,Second:,Third:","اليوم السابع","الواطن",NA,NA,NA
"1124","3730","First:","الفيسبوك",NA,NA,NA,NA
"1125","3736","First:","Facebook",NA,NA,NA,NA
"1126","3737","First:","المجلس القومي للمراة",NA,NA,NA,NA
"1127","3743","First:,I do not know any.","فيس بوك",NA,NA,NA,NA
"1128","3747","First:,Second:,Third:","فيس بوك","انستجرام","تويتر",NA,NA
"1129","3754","First:","برامج المرأه",NA,NA,NA,NA
"1130","3758","First:,Second:,Third:,Fifth:","الاستشارات الاسريه","دكتور فى علم النفس والاسره","مواقع جمعيات حمية المراه",NA,NA
"1131","3761","First:","جمعية حقوق المرأة والطفل",NA,NA,NA,NA
"1132","3765","First:,Second:,Third:","الصحف مثل اليوم السابع","المجلات","الانترنت و اليوتيوب",NA,NA
"1133","3783","First:,Second:,Third:,Fourth:,Fifth:","جروبات النساء","فيديوهات تويتر","جريده اليوم السابع","برنامج نهاد",NA
"1134","3785","First:,Second:,Third:,Fourth:","ضرب الزوج لها","يمنع المصاريف","ضرب الاولاد","العصبيه",NA
"1135","3787","First:,Second:","الفيس بوك","يوتيوب",NA,NA,NA
"1136","3797","First:,Fourth:,I do not know any.","اقرب",NA,NA,NA,NA
"1137","3806","First:","حقوق المرأه والطفل",NA,NA,NA,NA
"1138","3808","First:,Second:,Third:","المجلس القومي لحقوق الإنسان","المجلس القومي للمرأة","حماية الأمومة و الطفولة",NA,NA
"1139","3813","First:,Second:","معاهد المشورة الأسرية","خطوط تواصل مع المجلس القومى للمرأة",NA,NA,NA
"1140","3819","First:,Second:","جروبات السيدات المتزوجات على الفيس بوك","برامج تليفزيونيه",NA,NA,NA
"1141","3820","First:,Second:,Third:","Google","Facebook","YouTube",NA,NA
"1142","3823","First:,Second:","وسائل التواصل","حكايات الجيران",NA,NA,NA
"1143","3825","First:,Second:,Third:","صفحات تتحدث عن العنف المنزلي","صفحات حقوق المرأة","في الصحف",NA,NA
"1144","3827","First:,Second:,Third:,Fourth:,Fifth:","برنامج بالخط الاحمر","مقاطع فيديو","برامج للمرأه","رضوي الشربيني","التي في"
"1145","3828","First:,Second:,Third:","الفيس بوك","العمل","العائله",NA,NA
"1146","3829","First:,Second:","المجلس القومى للمرأة","برامج التوعية بأسقفية الخدمات العامة والاجتماعية",NA,NA,NA
"1147","3833","First:,Second:","المجلس القومي للمرأة","منظمات المجتمع المدني المختصة بحقوق المرأة",NA,NA,NA
"1148","3839","First:,Second:","المجلس القومى لحقوق الإنسان","المجلس القومى لحقوق المرأة",NA,NA,NA
"1149","3840","First:,Second:,Third:,Fourth:,Fifth:","الفيس بوك","التليفزيون","الاصدقاء","الجيران","ما اشاهده فى الشارع"
"1150","3842","First:,Second:,Third:,Fourth:,Fifth:","جمعيه العنف للمراه","مكتب التسويه","جمعيه  المراه المتضرره","جروب مطلقات","العنف الاسري والابتزال الاسري"
"1151","3846","First:,Second:,Third:","Facebook","YouTube","News",NA,NA
"1152","3847","First:","Facebook",NA,NA,NA,NA
"1153","3851","First:,Second:","Facebook","Whats app",NA,NA,NA
"1154","3852","First:,Second:,Third:,Fourth:,Fifth:","Facebook","Whats up","YouTube","Google","Tiktok"
"1155","3853","First:,Second:,Third:,Fourth:","الاصدقاء","الجيران","الفيس بوك","مواقع الاخبار",NA
"1156","3854","First:,Second:,Third:,Fourth:,Fifth:","Youtub","Facebook","Google","Newspaper","Tv"
"1157","3856","First:,Second:,Third:","المحامية نهاد","رضوى الشربيني","جروب ستات",NA,NA
"1158","3858","First:,Second:","فيس بوك","واتساب",NA,NA,NA
"1159","3859","First:,Second:,Third:,Fourth:,Fifth:","اللجوء إلى أحد أصدقائها المقربين","اللجوء إلى أحد أقاربها الموثوق بهم","اللجوء إلى أخيها الاكبر","اللجوء إلى ووالدتها","اللجوء إلى رجل الدين"
"1160","3863","First:","الفيس بوك",NA,NA,NA,NA
"1161","3864","First:,Second:,Third:,Fourth:,I do not know any.","جمعية حقوق المرأة","صفحات القنوات الإذاعية","مواقع عالمية","السوشيال ميديا",NA
"1162","3869","First:,Second:,Third:","برامج عن العنف الأسري","ضرب المرأه","المشاكل الزوجية",NA,NA
"1163","3872","Second:,I do not know any.",NA,NA,NA,NA,NA
"1164","3876","First:,Second:,Third:","Nooun","شريك الحياة أدهم وجيسي","مودة",NA,NA
"1165","3879","First:","المجلس القومي للمرأة",NA,NA,NA,NA
"1166","3883","First:,Second:,Third:,Fourth:,Fifth:","فيس بوك","واتس اب","تويتر","ماسنجر","يوتيوب"
"1167","3884","First:,Second:,Third:,Fourth:,Fifth:","فيس بوك","تويتر","يوتيوب","جوجل","انستجرام"
"1168","3887","First:,Second:,Third:","جروبات السيدات علي الفيس بوك","قصص رضوي الشربيني","صفحه الحوادث",NA,NA
"1169","3888","First:,Second:,Third:,Fourth:,Fifth:","unodc","HRW","UNFPA","OHCHR","AFLCVE"
"1170","3892","First:,I do not know any.","لجنة مناهضة التحرش",NA,NA,NA,NA
"1171","3893","First:,Second:,Third:,Fourth:,Fifth:","المجلس القومى للمرأة","منظمة الصحة العالمية بفروعها","الخط الساخن ضد العنف الاسرى","مراكز الصحة النفسية التابعة لوزارة الصحة","وزارة الداخلية متمثلة فى مركزها الخاصة بالابتزاز الالكترونى"
"1172","3894","First:","الشرطة",NA,NA,NA,NA
"1173","3896","First:,Second:","المجلس القومي للمرأة","البحث عن مكان على جوجل",NA,NA,NA
"1174","3901","First:,Second:","Facebook groups","Youtube videos",NA,NA,NA
"1175","3904","First:,Second:,Third:,Fourth:","جروبات","اخبار","فيس بوك","انستجرام",NA
"1176","3911","First:","المجلس القومي للمراه",NA,NA,NA,NA
"1177","3913","First:,Second:","المعارف","التواصل الاجتماعي",NA,NA,NA
"1178","3914","First:,Second:","المجلس القومى للمرأه","أقرب قسم شرطه",NA,NA,NA
"1179","3918","First:,Second:,Third:,Fourth:,Fifth:","بيدج فضفضة حريم","صفحة إلى ربات البيوت المصريه","سوهاجيات فالخير","موقع موضوع","جوجل"
"1180","3924","First:,Second:,Third:,Fourth:","اخبار جوجل","الفيسبوك","تويتر","واتساب",NA
"1181","3925","First:","المجلس القومى للمرأة",NA,NA,NA,NA
"1182","3926","First:,I do not know any.",NA,NA,NA,NA,NA
"1183","3944","First:,Second:,Third:,Fourth:,Fifth:","الصفحات الإخبارية","منشورات الأصدقاء","منشورات المتعرضين للعنف نفسهم","حوادث عن العنف قديمة علي جوجل","اليوتيوب"
"1184","3946","First:,Second:","فيس بوك",NA,NA,NA,NA
"1185","3948","First:,Second:,Third:,Fourth:,Fifth:","اليوتيوب محاضرات عن النساء المتضررين من العنف المنزلي","ويكيبيديا","المكتبه العربيه","مكتبة النور","المكتبه الرقميه كتب عن النساء المتضرره"
"1186","3952","First:,Second:,Third:,Fourth:,Fifth:","الفيس بوك","التليفزيون","مواقع التواصل الاجتماعي","الاهل والاقارب","المجتمع"
"1187","3954","First:,Second:,Third:","العنف ضد المرأة","نساء ضد العنف","المجلس الاعلي لحقوق المرأة",NA,NA
"1188","3955","First:,Second:,Third:","فيس بوك","انستجرام","يوتيوب",NA,NA
"1189","3956","First:,Second:,Third:","الانترنت","الحياه العامة","قرايب",NA,NA
"1190","3957","First:,Second:,Third:,Fourth:","اليوتيوب","الجرائد والصحف","الفيسبوك","اقارب",NA
"1191","3963","First:,Second:","المجلس القومي للمرآه","جمعيات حقوق الإنسان",NA,NA,NA
"1192","3964","Second:,I do not know any.",NA,NA,NA,NA,NA
"1193","3967","First:","المجلس القومي لحقوق المرأة",NA,NA,NA,NA
"1194","3968","First:,Second:","Facebook","Youtube",NA,NA,NA
"1195","3971","First:,I do not know any.",NA,NA,NA,NA,NA
"1196","3973","First:,I do not know any.","البحث عن حالات مشابهه وطرق الحل",NA,NA,NA,NA
"1197","3977","First:,Second:","المجلس القومى للمرأة","جمعيات مناهضة العنف الاسرى",NA,NA,NA
"1198","3979","First:",NA,NA,NA,NA,NA
"1199","3982","First:","الموقع الرسمي لمنظمة حقوق المرأة في مصر",NA,NA,NA,NA
"1200","3983","First:,Second:,Third:","فيس بوك","تويتر","البيئة المحيطه",NA,NA
"1201","3987","First:,Second:,Third:,Fourth:,Fifth:","برامج تلفزيون","من الفيس بوك","لو حد من صحابى","انا بمر بمشاكل كبيرة وواقفة على الطلاق","جروبات النت"
"1202","3995","First:,Second:,Third:,Fourth:,Fifth:","موقع مجلس المرآة","موقع المجلس الاعلي للامومة والطفولة","موقع مؤسسات المجتمع المدني",".....",NA
"1203","3998","First:,Second:,Third:,Fourth:,I do not know any.","العنف الاسرى","Facebook","Google","Twwiter",NA
"1204","3999","First:","الانترنت",NA,NA,NA,NA
"1205","4001","First:","المجلس القومى للمرأة",NA,NA,NA,NA
"1206","4002","First:","جروبات نسائيه",NA,NA,NA,NA
"1207","4008","First:,Second:,Third:,Fourth:","جروبات الفيس بوك","الاخبار","البرامج التليفزيونيه",NA,NA
"1208","4009","First:,Second:,Third:,Fifth:","وكبيديا","ااايوم السابع","مبروك عطية",NA,NA
"1209","4010","First:,Second:","الفيس بوك","الواتساب",NA,NA,NA
"1210","4012","First:","المجلس للقومي لحقوق المرأة",NA,NA,NA,NA
"1211","4017","First:,Second:,Third:,Fourth:,Fifth:","الفيس","النت","جوجل","الفيس","الفيس"
"1212","4025","First:,Second:","Facebook","Groups",NA,NA,NA
"1213","4032","First:","صفحه تقدري",NA,NA,NA,NA
"1214","4035","First:,Second:,Third:,Fourth:,Fifth:","واتس اب","فيس","تويتر","يوتيوب","انستجرام"
"1215","4043","First:,Second:","Face book","You tube",NA,NA,NA
"1216","4044","First:,Second:","الفيس بوك","بعض الأصدقاء",NA,NA,NA
"1217","4049","First:,Second:","جروبات بيكتبوا عليها المشاكل","نجرايد اونلاين",NA,NA,NA
"1218","4052","First:,Second:,Third:","فيس بوك","يوتيوب","واتس اب",NA,NA
"1219","4065","First:,Second:","يوتيوب","فيس بوك",NA,NA,NA
"1220","4066","First:,Second:","تويتر","فيس بوك",NA,NA,NA
"1221","4069","First:,Second:,Third:","قصص زمايل","قرايب ناس ي اعرفها","اخبار الحوادث",NA,NA
"1222","4070","First:,Second:,I do not know any.","الشئون الإجتماعيه","ال",NA,NA,NA
"1223","4074","First:","جمعيه حقوق المرآهز",NA,NA,NA,NA
"1224","4075","First:,Second:","التليفزيون","الفيس بوك",NA,NA,NA
"1225","4082","First:","وزارة التضامن",NA,NA,NA,NA
"1226","4088","First:","المجلس القومى للمرأة",NA,NA,NA,NA
"1227","4089","First:","بحث Google",NA,NA,NA,NA
"1228","4095","First:,Second:,Third:","فيسبوك","انستجرام","تويتر",NA,NA
"1229","4113","First:,Second:,Third:,Fourth:","برنامج هي وبس","فتكات","حقوق المرأه","جروبات فيسبوك",NA
"1230","4114","First:","المرأة والاسرة",NA,NA,NA,NA
"1231","4115","First:,Second:","الفيسبوك","مباحث الانترنت",NA,NA,NA
"1232","4125","Third:,I do not know any.",NA,NA,NA,NA,NA
"1233","4131","First:,Second:,Third:","مركز النديم","المجلس القومى للمراءه","جمعيه المراءه الجديده",NA,NA
"1234","4135","First:,Second:,Third:,Fourth:,Fifth:","فيس بوك","التليفيزون","الجمعيات ضد حقوق المراءة","البامجالبرامج","الاصدقاء"
"1235","4139","First:,Second:,Third:,Fourth:,Fifth:","فيس بوك","واتساب","الايمو","ماسنجر","فايبر"
"1236","4140","First:","الفيس بوك",NA,NA,NA,NA
"1237","4141","First:",NA,NA,NA,NA,NA
"1238","4142","First:,Second:,Third:","فيديوهات على اليوتيوب","مجموعات واتس اب","مجموعات فيس بوك",NA,NA
"1239","4145","First:,Second:,Third:,Fourth:,Fifth:","فيس بوك","يوتيوب","التليفزيون","تويتر","انستجرام"
"1240","4146","Second:,Third:,Fourth:,Fifth:,I do not know any.",NA,"الاصدقاء","الاخبار","صفحات النت و الجرويات","نهاد ابو القمصان"
"1241","4149","First:","المركز القومي للمرأة",NA,NA,NA,NA
"1242","4150","First:","المجلس القومي للمراه",NA,NA,NA,NA
"1243","4151","First:","المجلس القومى للمراه",NA,NA,NA,NA
"1244","4154","First:","الانترنت",NA,NA,NA,NA
"1245","4158","First:,I do not know any.",NA,NA,NA,NA,NA
"1246","4160","First:","حقوق المرأة",NA,NA,NA,NA
"1247","4162","First:,Second:","صفحة مبروك انت متحرش الكترونيا","صفحة حقوق المرأة",NA,NA,NA
"1248","4164","First:,Second:","الفيس بوك وخصوصا جروبات البنات","موقع اليوم السابع",NA,NA,NA
